srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,label
175.45.176.1,62566,149.171.126.19,80,tcp,FIN,1.048518,816,354,254,252,2,1,-,5607.915527,2365.243164,10,8,255,255,2434763361,4057640100,82,44,0,0,6596.593025,244.290516,1421933246,1421933247,112.489889,137.001859,0.169571,0.089494,0.080077,0,1,0,0,0,4,1,1,2,1,1,1,Reconnaissance,1
59.166.0.5,63042,149.171.126.3,17046,tcp,FIN,0.023997,2854,29648,31,29,7,17,-,930783.0625,9678210.0,46,48,255,255,345752624,391127294,62,618,0,0,37.332527,36.533272,1421947623,1421947623,0.525311,0.507087,0.000812,0.00067,0.000142,0,0,0,0,0,8,5,3,7,1,1,2,,0
175.45.176.3,40652,149.171.126.19,25,tcp,FIN,2.793865,3421,1888,62,252,8,8,-,9351.918945,5136.969727,22,20,255,255,170488248,2235490486,156,94,0,0,7251.910935,180.850703,1421933118,1421933121,133.041193,142.094,0.197486,0.093378,0.104108,0,1,0,0,0,9,1,1,3,1,1,1,Exploits,1
175.45.176.0,29343,149.171.126.10,520,udp,INT,4e-06,104,0,254,0,0,0,-,104000000.0,0.0,2,0,0,0,0,0,52,0,0,0,0.0,0.0,1421928351,1421928351,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,2,2,1,1,1,1,1, Fuzzers,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421930914,1421930914,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,6,7,6,3,6,Generic,1
175.45.176.1,43829,149.171.126.11,80,tcp,FIN,0.991529,2270,268,254,252,2,1,http,16483.63281,1807.309692,10,6,255,255,3415272825,1291124317,227,45,0,0,6387.131562,310.5915,1421928185,1421928186,108.166667,178.916203,0.178128,0.096945,0.081183,0,1,0,0,0,2,2,1,1,1,1,1,Exploits,1
175.45.176.1,0,149.171.126.12,0,skip,INT,4e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930684,1421930684,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,6,6,6,6,6,Exploits,1
59.166.0.6,11729,149.171.126.4,13110,tcp,FIN,0.025307,3806,51422,31,29,7,26,-,1184494.375,16009168.0,64,66,255,255,185016955,185322817,59,779,0,0,20.677982,20.317921,1421944180,1421944180,0.395746,0.380508,0.000705,0.000563,0.000142,0,0,0,0,0,2,8,2,4,1,1,1,,0
59.166.0.7,3001,149.171.126.2,1739,tcp,FIN,0.006294,4552,2456,31,29,7,7,-,5465523.0,2948840.25,18,18,255,255,1754727913,1757913781,253,136,0,0,18.308416,0.40227,1421934268,1421934268,0.350588,0.295235,0.001471,0.001272,0.000199,0,0,0,0,0,9,11,5,5,1,1,3,,0
175.45.176.1,40893,149.171.126.12,80,tcp,FIN,1.030111,1170,354,254,252,2,1,-,8177.759766,2407.507568,10,8,255,255,3279875463,2591554351,117,44,0,0,6584.919982,219.050797,1421932838,1421932839,112.730444,134.942141,0.187288,0.085499,0.101789,0,1,0,0,0,1,2,2,1,1,1,1,Exploits,1
59.166.0.3,52075,149.171.126.1,22,tcp,FIN,0.016821,5928,8010,31,29,14,17,ssh,2774151.25,3743891.5,62,58,255,255,688876307,689184017,96,138,0,0,28.383651,32.492401,1421954328,1421954328,0.275754,0.282474,0.000759,0.000597,0.000162,0,0,0,0,0,1,1,2,3,1,1,1,,0
59.166.0.6,3819,149.171.126.6,5190,tcp,FIN,0.007599,1958,2308,31,29,6,6,-,1967627.375,2328727.5,22,24,255,255,3886088815,3886431911,89,96,0,0,20.519928,20.394804,1421940131,1421940131,0.344762,0.303696,0.000736,0.000604,0.000132,0,0,0,0,0,9,13,5,1,1,1,1,,0
59.166.0.6,39751,149.171.126.0,10288,tcp,CON,0.140429,1918,5072,31,29,7,7,-,105391.3359,278631.9063,28,28,255,255,2915965685,770833835,69,181,0,0,303.765262,305.635522,1421936095,1421936095,5.201074,5.172481,0.000709,0.000564,0.000145,0,0,0,0,0,6,6,3,2,1,1,1,,0
59.166.0.8,6386,149.171.126.7,48250,tcp,FIN,0.02287,2974,31400,31,29,7,18,-,1018976.813,10764145.0,48,50,255,255,3625849526,3638710690,62,628,0,0,34.63773,33.378549,1421939354,1421939354,0.479894,0.455408,0.000701,0.000551,0.00015,0,0,0,0,0,10,7,5,2,1,1,1,,0
175.45.176.1,0,149.171.126.12,0,vrrp,INT,3e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930713,1421930713,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,14,13,4,7,4,4,4,Backdoors,1
175.45.176.1,65450,149.171.126.17,179,tcp,FIN,1.014821,548,268,254,252,2,1,-,3894.282715,1765.828613,10,6,255,255,151062906,2587166579,55,45,0,0,5942.84385,292.970625,1421928107,1421928108,105.554667,185.071406,0.213103,0.089454,0.123649,0,1,0,0,0,3,2,1,1,1,1,1, Fuzzers,1
175.45.176.1,0,149.171.126.12,0,ipx-n-ip,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930713,1421930713,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,14,13,4,7,4,4,4, Fuzzers,1
175.45.176.1,0,149.171.126.12,0,stp,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930716,1421930716,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,4,11,4,4,4,Exploits,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,5e-06,114,0,254,0,0,0,dns,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931131,1421931131,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,7,9,7,4,7,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1e-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931925,1421931925,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,9,9,3,3,3,3,3,Generic,1
59.166.0.1,13661,149.171.126.1,6881,tcp,FIN,0.452837,1540,1644,31,29,4,4,-,25510.2832,27435.92188,16,18,255,255,1752215589,1813088244,96,91,0,0,2075.472171,60.674348,1421953964,1421953965,30.168401,26.606883,0.000645,0.000517,0.000128,0,0,0,0,0,8,9,5,7,3,1,3,,0
175.45.176.1,58167,149.171.126.19,111,udp,INT,5e-06,168,0,254,0,0,0,-,134400000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421929633,1421929633,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,1,1,1,1,Reconnaissance,1
59.166.0.5,13932,149.171.126.5,6881,tcp,FIN,0.01778,1540,1644,31,29,4,4,-,649718.75,698762.625,16,18,255,255,3061756179,3063143816,96,91,0,0,69.794878,2.004281,1421951218,1421951218,1.162667,1.018647,0.000577,0.000457,0.00012,0,0,0,0,0,11,4,3,3,2,1,2,,0
175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930782,1421930782,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,3,3,2,6,2,2,2,Backdoors,1
59.166.0.6,34036,149.171.126.7,6881,tcp,FIN,0.042935,1540,1644,31,29,4,4,-,269057.875,289367.6563,16,18,255,255,1193522120,3344268412,96,91,0,0,175.188294,5.095656,1421954250,1421954250,2.842333,2.498177,0.00058,0.000461,0.000119,0,0,0,0,0,16,11,4,7,4,1,4,,0
175.45.176.3,65165,149.171.126.16,111,tcp,FIN,0.630058,564,354,254,252,2,1,-,6450.199707,3936.145508,10,8,255,255,729102872,3398129540,56,44,0,0,5454.177365,138.291328,1421930296,1421930296,69.483667,89.042859,0.053884,0.006747,0.047137,0,1,0,0,0,1,1,1,1,1,1,1,Reconnaissance,1
59.166.0.3,61859,149.171.126.9,59857,tcp,FIN,0.012855,2766,24114,31,29,7,16,-,1682769.375,14680669.0,44,46,255,255,3891976033,3906668889,63,524,0,0,0.0,16.499026,1421931022,1421931022,0.291233,0.279386,0.000717,0.000558,0.000159,0,0,0,0,0,10,9,4,5,1,1,1,,0
175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930738,1421930738,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,2,5,2,2,2, Fuzzers,1
175.45.176.2,28965,149.171.126.18,111,tcp,FIN,1.188903,564,354,254,252,2,1,-,3418.277344,2085.956543,10,8,255,255,3749176451,2159210060,56,44,0,0,7141.090941,270.590344,1421932697,1421932699,126.628,157.782281,0.182176,0.084425,0.097751,0,1,0,0,0,3,3,1,1,1,1,1,Reconnaissance,1
59.166.0.5,61216,149.171.126.3,53,udp,CON,0.001053,146,178,31,29,0,0,dns,554605.875,676163.375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421941364,1421941364,0.011,0.009,0.0,0.0,0.0,0,0,0,0,0,3,2,1,2,1,1,1,,0
175.45.176.3,45195,149.171.126.13,80,tcp,FIN,0.471591,852,4846,62,252,2,3,-,13011.27441,75370.39844,10,12,255,255,3733580809,2031325676,85,404,0,0,3415.924647,2812.79226,1421934061,1421934062,52.399,39.339273,0.077462,0.037985,0.039477,0,1,0,0,0,38,1,1,2,1,1,1,Exploits,1
59.166.0.1,24123,149.171.126.8,22060,tcp,FIN,0.038018,2766,27384,31,29,7,16,-,568993.625,5637119.5,44,46,255,255,2657277924,513352197,63,595,0,0,59.845466,58.488581,1421933274,1421933274,0.876674,0.833867,0.000613,0.000491,0.000122,0,0,0,0,0,6,13,4,2,1,1,1,,0
59.166.0.5,26119,149.171.126.0,6881,tcp,FIN,1.913209,10198,381632,31,29,17,137,-,42399.96875,1590697.125,174,314,255,255,3866517661,1744816272,59,1215,0,0,2866.08341,2131.563253,1421948978,1421948980,11.05711,6.110786,0.00067,0.000522,0.000148,0,0,0,0,0,8,5,3,2,2,1,2,,0
175.45.176.2,39599,149.171.126.18,12168,tcp,FIN,0.279491,4712,404,254,252,4,2,-,125256.2656,10132.70508,14,8,255,255,1410105106,1252337038,337,51,0,0,1178.998752,56.972051,1421929472,1421929473,20.41977,39.043285,0.050427,0.006178,0.044249,0,1,0,0,0,2,1,1,1,1,1,1,Generic,1
59.166.0.0,21591,149.171.126.8,10741,tcp,FIN,0.03395,3614,45396,31,29,7,24,-,837466.8125,10524654.0,60,62,255,255,4104341393,4104629333,60,732,0,0,49.048413,40.420198,1421945221,1421945221,0.569797,0.547656,0.00067,0.000533,0.000137,0,0,0,0,0,5,10,5,5,3,3,3,,0
59.166.0.8,62589,149.171.126.9,5190,tcp,FIN,0.424162,2054,2478,31,29,6,6,-,36985.86719,44794.20703,22,24,255,255,1544240342,3694130638,93,103,0,0,1496.744081,1435.801784,1421946201,1421946201,20.18081,18.416783,0.00069,0.000566,0.000124,0,0,0,0,0,6,3,7,6,1,1,3,,0
175.45.176.1,0,149.171.126.12,0,sat-mon,INT,2e-06,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930689,1421930689,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,19,18,4,4,4,4,4,Backdoors,1
59.166.0.5,1290,149.171.126.3,143,tcp,FIN,0.038523,7822,16102,31,29,30,32,-,1611089.5,3317498.75,122,126,255,255,845399431,2991741929,64,128,0,0,20.551015,19.072717,1421948093,1421948093,0.315504,0.303848,0.000659,0.000538,0.000121,0,0,0,0,0,11,9,3,6,1,1,2,,0
59.166.0.1,35190,149.171.126.1,35409,tcp,FIN,0.121732,4222,63010,31,29,7,30,-,273650.3125,4084973.75,72,74,255,255,2839194174,2835875007,59,851,0,0,93.234215,90.783562,1421930959,1421930959,1.70938,1.659096,0.00073,0.000602,0.000128,0,0,0,0,0,7,5,3,5,1,1,2,,0
59.166.0.0,42688,149.171.126.4,53,udp,CON,0.000991,130,162,31,29,0,0,dns,524722.5,653885.0,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421936044,1421936044,0.01,0.009,0.0,0.0,0.0,0,0,0,0,0,3,5,3,5,2,1,2,,0
59.166.0.9,6636,149.171.126.4,49245,tcp,FIN,0.028052,3078,33374,31,29,7,18,-,860402.125,9327534.0,50,50,255,255,3934457179,3934780545,62,667,0,0,33.566966,0.896671,1421934672,1421934672,0.565449,0.560306,0.000728,0.000596,0.000132,0,0,0,0,0,14,11,3,6,1,1,1,,0
59.166.0.0,33749,149.171.126.9,54148,tcp,FIN,0.711315,4776,3080,31,29,7,7,-,51802.64844,33492.89844,28,30,255,255,2496364149,2609815740,171,103,0,0,1506.258419,38.821922,1421946578,1421946579,26.332814,24.509275,0.000679,0.000542,0.000137,0,0,0,0,0,9,9,2,4,1,1,1,,0
175.45.176.3,35612,149.171.126.15,3306,tcp,FIN,1.885606,1336,456,254,252,3,2,-,5197.268066,1743.73645,12,10,255,255,199068229,2179970722,111,46,0,0,10266.99537,301.73475,1421928078,1421928080,171.339358,195.181219,0.268059,0.128973,0.139086,0,1,0,0,0,1,1,1,2,1,1,1,Exploits,1
59.166.0.5,17549,149.171.126.0,25,tcp,FIN,0.273948,37228,3380,31,29,18,8,smtp,1066275.25,96368.64844,52,42,255,255,3095576185,3096503471,716,80,0,0,566.359781,19.164725,1421936010,1421936010,5.364274,6.668122,0.000705,0.000551,0.000154,0,0,0,0,0,3,1,3,4,2,1,1,,0
59.166.0.6,33442,149.171.126.5,53,udp,CON,0.001034,146,178,31,29,0,0,dns,564796.9375,688588.0625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421935868,1421935868,0.01,0.001,0.0,0.0,0.0,0,0,0,0,0,3,3,2,1,1,1,1,,0
175.45.176.1,0,149.171.126.12,0,eigrp,INT,8e-06,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930701,1421930701,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,15,12,7,9,6,6,7,Analysis,1
175.45.176.2,7421,149.171.126.16,80,tcp,FIN,0.697519,852,268,254,252,2,1,http,8796.892578,2569.105713,10,6,255,255,3175118779,3602043428,85,45,0,0,4345.387485,217.777172,1421929872,1421929873,76.152333,126.989398,0.155146,0.062565,0.092581,0,1,0,0,0,1,1,1,1,1,1,1,Reconnaissance,1
59.166.0.6,21103,149.171.126.6,63287,tcp,FIN,0.085913,5070,91160,31,29,7,39,-,466797.7813,8396401.0,88,92,255,255,3686059088,3697816689,58,991,0,0,56.449979,0.0,1421949973,1421949973,0.981782,0.948633,0.000665,0.000531,0.000134,0,0,0,0,0,10,7,2,7,1,1,1,,0
175.45.176.0,11999,149.171.126.15,445,tcp,FIN,1.33808,994,836,254,252,3,2,-,5452.588379,4501.972656,12,10,255,255,961783274,3693465119,83,84,0,0,7767.165842,177.986453,1421927982,1421927983,118.763729,133.555563,0.220054,0.13607,0.083984,0,1,0,0,0,2,1,1,1,1,1,1, Fuzzers,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932233,1421932233,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,9,9,1,1,1,1,1,Generic,1
59.166.0.5,20409,149.171.126.4,39073,tcp,FIN,0.223387,8928,320,31,29,4,1,ftp-data,296919.6875,9561.880859,14,6,255,255,1190218319,1490207624,638,53,0,0,1580.328474,67.530922,1421952979,1421952980,17.183616,44.551801,0.000622,0.000489,0.000133,0,0,0,0,0,3,3,5,4,1,1,2,,0
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932645,1421932645,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,7,7,7,4,7,Generic,1
59.166.0.0,53210,149.171.126.9,21,tcp,FIN,4.058607,2934,3740,31,29,11,15,ftp,5672.882324,7235.97998,52,54,255,255,3096509836,991813244,56,69,0,0,5116.315074,171.895656,1421950989,1421950993,79.574098,76.567,0.000674,0.000552,0.000122,0,0,0,0,0,1,1,2,4,1,1,1,,0
59.166.0.3,42090,149.171.126.7,5190,tcp,FIN,0.005903,2054,2478,31,29,6,6,-,2657631.75,3218702.25,22,24,255,255,1577845698,1578155214,93,103,0,0,16.564296,13.726424,1421938781,1421938781,0.26481,0.230826,0.000736,0.000584,0.000152,0,0,0,0,0,7,4,1,1,1,1,1,,0
59.166.0.6,10838,149.171.126.9,25,tcp,FIN,0.044204,37288,3380,31,29,18,8,smtp,6618586.5,597231.0,52,42,255,255,2628592729,2629658192,717,80,0,0,52.788008,2.818686,1421945053,1421945054,0.857941,1.066049,0.000669,0.000492,0.000177,0,0,0,0,0,1,1,5,9,5,5,5,,0
175.45.176.3,21561,149.171.126.18,80,tcp,FIN,0.614566,806,2102,62,252,2,2,http,9450.571289,23951.86133,10,8,255,255,2882339882,4043143531,81,263,1,651,3656.514121,123.386672,1421928860,1421928861,68.285111,80.29857,0.09928,0.051663,0.047617,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.3,55479,149.171.126.17,8089,tcp,CON,0.387108,172,86,254,60,1,1,-,2665.922607,888.64093,4,2,255,255,1660071590,174498749,43,43,0,0,7066.122598,0.0,1421928627,1421928627,129.036,0.005,0.387087,0.182618,0.204469,0,3,0,0,0,8,9,3,3,3,1,3,,0
175.45.176.1,0,149.171.126.12,0,unas,INT,7e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930731,1421930731,0.007,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,2,2,2,2,2,Exploits,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931722,1421931722,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,7,7,7,4,7,Generic,1
59.166.0.7,23707,149.171.126.4,22,tcp,FIN,6.828707,46124,81642,31,29,133,183,ssh,53944.03125,95496.84375,590,641,255,255,2994393057,2994722637,78,127,0,0,964.001914,944.920329,1421940852,1421940859,11.59316,10.66883,0.000805,0.000645,0.00016,0,0,0,0,0,1,1,3,2,1,1,1,,0
175.45.176.3,55460,149.171.126.15,80,tcp,FIN,0.642161,930,7984,62,252,2,4,-,10427.29102,91179.625,10,12,255,255,1658887622,1484375481,93,665,0,0,5097.05202,5477.794218,1421933627,1421933628,71.351222,55.619273,0.067321,0.018748,0.048573,0,1,0,0,0,2,2,1,1,1,1,1,Exploits,1
175.45.176.3,20395,149.171.126.13,514,udp,INT,1e-05,168,0,254,0,0,0,-,67200000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421932378,1421932378,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,18,17,7,7,7,1,7, Fuzzers,1
175.45.176.0,3014,149.171.126.13,80,tcp,FIN,1.033314,838,354,254,252,2,1,http,5845.270508,2400.044922,10,8,255,255,4152063969,1574199977,84,44,0,0,7438.731432,193.082562,1421927813,1421927814,114.703778,134.255719,0.154136,0.093512,0.060624,0,1,0,0,0,1,1,2,2,1,1,1,Reconnaissance,1
59.166.0.1,40374,149.171.126.6,41288,tcp,FIN,0.038337,2750,28874,31,29,7,16,-,560920.25,5894462.5,44,46,255,255,2417730554,2422276280,63,628,0,0,56.699295,56.576773,1421945783,1421945783,0.882581,0.856114,0.000823,0.000657,0.000166,0,0,0,0,0,14,5,3,2,1,1,1,,0
59.166.0.9,35725,149.171.126.5,80,tcp,FIN,1.217824,1684,10168,31,29,3,5,-,10274.0625,63089.57813,14,18,255,255,3279335815,3294809487,120,565,0,0,8847.798286,7750.189606,1421933179,1421933180,93.648075,71.603706,0.000703,0.000553,0.00015,0,0,0,0,0,4,8,3,1,1,1,1,,0
59.166.0.7,36806,149.171.126.0,53,udp,CON,0.001069,146,178,31,29,0,0,dns,546304.9375,666043.0625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421939691,1421939691,0.008,0.002,0.0,0.0,0.0,0,0,0,0,0,1,3,3,3,1,1,1,,0
175.45.176.0,7598,149.171.126.16,445,tcp,FIN,0.7276,1850,698,254,252,3,2,-,18647.60938,6717.977051,12,8,255,255,3598570814,1224244192,154,87,0,0,3347.265155,119.887453,1421933896,1421933896,64.018274,94.258,0.107915,0.067789,0.040126,0,1,0,0,0,6,5,1,1,1,1,1, Fuzzers,1
59.166.0.4,42898,149.171.126.3,53,udp,CON,0.000984,146,178,31,29,0,0,dns,593495.9375,723577.1875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421930042,1421930042,0.011,0.005,0.0,0.0,0.0,0,0,0,0,0,2,3,2,5,2,1,1,,0
175.45.176.1,1043,149.171.126.18,53,udp,INT,1e-06,114,0,254,0,0,0,dns,456000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421930767,1421930767,0.001,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,3,8,3,3,3,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932939,1421932939,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,4,4,4,4,4,Generic,1
175.45.176.1,27912,149.171.126.12,80,tcp,FIN,0.317493,918,268,254,252,2,1,http,20838.25586,5644.219238,10,6,255,255,1384933304,2345475392,92,45,1,0,1550.604076,78.174555,1421932073,1421932074,30.639,56.313398,0.077136,0.035925,0.041211,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932107,1421932107,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,9,9,3,3,3,3,3,Generic,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930766,1421930766,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,2,6,2,2,2, Fuzzers,1
175.45.176.3,21800,149.171.126.11,110,tcp,FIN,1.057142,1830,194269,62,252,7,80,pop3,13508.11914,1461185.0,40,164,255,255,2124771695,2284641631,46,1185,0,0,1398.321485,652.240266,1421929819,1421929820,27.106205,6.402258,0.027086,0.012785,0.014301,0,1,0,0,0,1,1,2,1,1,1,1,Exploits,1
149.171.126.3,23940,59.166.0.5,57311,tcp,CON,0.053857,12128,728,29,31,1,0,-,1601426.0,100414.0625,9,14,255,255,4157552675,4157237386,1348,52,0,0,240.6572,7.813324,1421954434,1421954434,4.25425,4.127846,0.0,0.0,0.0,0,0,0,0,0,2,1,1,2,1,1,1,,0
175.45.176.1,32743,149.171.126.14,445,tcp,FIN,1.237366,1044,832,254,252,3,2,-,6187.336914,4842.544922,12,10,255,255,926245902,1235660147,87,83,0,0,6152.71248,176.840875,1421927943,1421927944,112.487821,117.277336,0.295816,0.180346,0.11547,0,1,0,0,0,5,2,1,2,2,1,1, Fuzzers,1
59.166.0.7,8245,149.171.126.1,53,udp,CON,0.001102,146,178,31,29,0,0,dns,529945.5625,646098.0,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421944737,1421944737,0.012,0.008,0.0,0.0,0.0,0,0,0,0,0,2,3,3,3,1,1,1,,0
175.45.176.1,49049,149.171.126.11,111,udp,INT,4e-06,168,0,254,0,0,0,-,168000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421929059,1421929059,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,1,2,1,1,1,1,1,Reconnaissance,1
175.45.176.0,13755,149.171.126.10,179,tcp,FIN,0.702174,534,268,254,252,2,1,-,5480.123047,2552.073975,10,6,255,255,3830278506,2706619963,53,45,0,0,4291.003904,190.262812,1421931441,1421931442,74.377444,124.892398,0.146071,0.077706,0.068365,0,1,0,0,0,8,4,2,2,1,1,2, Fuzzers,1
59.166.0.2,1722,149.171.126.0,53,udp,CON,0.001026,146,178,31,29,0,0,dns,569200.75,693957.125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421928119,1421928119,0.01,0.006,0.0,0.0,0.0,0,0,0,0,0,1,1,1,2,1,1,1,,0
59.166.0.7,27220,149.171.126.0,53,udp,CON,0.00112,146,178,31,29,0,0,dns,521428.5625,635714.25,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421942743,1421942743,0.01,0.009,0.0,0.0,0.0,0,0,0,0,0,5,2,6,6,1,1,4,,0
175.45.176.3,29210,149.171.126.14,445,tcp,FIN,0.959695,59395,526,254,252,23,1,-,485595.9688,4026.279297,52,12,255,255,2573209726,2400404123,1142,44,0,0,1965.67168,142.572422,1421928409,1421928410,18.345549,78.246367,0.151842,0.098974,0.052868,0,1,0,0,0,2,2,1,1,1,1,1, Fuzzers,1
175.45.176.3,14086,149.171.126.13,25,tcp,FIN,0.793718,6929,1792,62,252,9,8,smtp,66935.61719,17164.78711,24,20,255,255,914141506,3845564678,289,90,0,0,1825.962395,48.441457,1421929992,1421929993,34.50948,41.136,0.052557,0.006307,0.04625,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931551,1421931551,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,3,3,3,3,3,Generic,1
175.45.176.2,0,149.171.126.15,0,sctp,CON,0.746085,632,496,254,60,0,0,-,5082.530762,2659.214355,4,2,0,0,0,0,158,248,0,0,351.701469,0.0,1421932941,1421932941,248.695,0.006,0.0,0.0,0.0,0,3,0,0,0,3,3,3,2,2,2,2,Exploits,1
59.166.0.2,64434,149.171.126.0,16953,tcp,FIN,0.326894,4968,2976,31,29,7,7,-,116906.4063,70236.83594,26,28,255,255,1482342942,1485611469,191,106,0,0,843.350588,22.477316,1421934293,1421934293,13.06392,12.08663,0.000704,0.00055,0.000154,0,0,0,0,0,15,12,4,3,1,1,3,,0
59.166.0.2,8498,149.171.126.7,6881,tcp,FIN,4.440148,21818,931924,31,29,33,331,-,39209.50391,1676796.375,387,733,255,255,2984090623,2993019462,56,1271,0,0,4976.885971,3613.714631,1421940061,1421940066,11.502142,6.06515,0.000575,0.000454,0.000121,0,0,0,0,0,6,11,1,2,1,1,1,,0
